spoid,name,type
SCH99212,Koneru Lakshmaiah Education Foundation,Academic
SBC99212C,"Koneru Lakshmaiah Education Foundation,C16",Student Branch Chapter
SBC99212B,"Koneru Lakshmaiah Education Foundation,COM19",Student Branch Chapter
SBC99212D,"Koneru Lakshmaiah Education Foundation,GRS29",Student Branch Chapter
SBC99212H,"Koneru Lakshmaiah Education Foundation,IE13",Student Branch Chapter
SBC99212A,"Koneru Lakshmaiah Education Foundation,MTT17",Student Branch Chapter
SBC99212I,"Koneru Lakshmaiah Education Foundation,NANO42",Student Branch Chapter
SBC99212,"Koneru Lakshmaiah Education Foundation,PHO36",Student Branch Chapter
SBC99212F,"Koneru Lakshmaiah Education Foundation,RA24",Student Branch Chapter
SBC99212E,"Koneru Lakshmaiah Education Foundation,SEN39",Student Branch Chapter
SBC99212G,"Koneru Lakshmaiah Education Foundation,SIT30",Student Branch Chapter
SBA99212,"Koneru Lakshmaiah Education Foundation,WIE",Affinity
SCH40149063,Kongju Natl Univ,Academic
SCH2540533,Kongsberg Ingeniorskule,Academic
STB29741,Kongu Engineering College - ERODE,Student Branch
SCH29741,Kongu Engineering College - Erode,Academic
SBC29741C,"Kongu Engineering College - ERODE,AP03/PE031",Student Branch Chapter
SBC29741,"Kongu Engineering College - ERODE,C16",Student Branch Chapter
SBC29741D,"Kongu Engineering College - Erode,COM19",Student Branch Chapter
SBC29741A,"Kongu Engineering College - ERODE,PE31",Student Branch Chapter
SBC29741B,"Kongu Engineering College - ERODE,RA24",Student Branch Chapter
SBA29741,"Kongu Engineering College, WIE",Affinity
SCH60235667,Konyang University Graduate School of Medicine,Academic
SCH2535033,Kookmin Univ,Academic
SCH60106354,Kordofan University,Academic
SCH98701,Korea Advanced Institute of Science and Technology,Academic
STB98701,Korea Advanced Institute of Science and Technology,Student Branch
SCH2526043,Korea Aerospace University,Academic
SCH2529603,Korea Air Force Academy,Academic
R004,Korea Council,Council
CH10759,"Korea Council Chapter, EP21",Chapter
CH11217,"Korea Council Chapter, ITSS38",Chapter
CH10301,"Korea Council Chapter, MAG33",Chapter
CH10657,"Korea Council Chapter, OE22",Chapter
CH10663,"Korea Council Jt. Chapter, IA34/IE13/PEL35",Joint Chapter
SCH45892055,Korea Cyber Univ,Academic
SCH40155030,Korea Maritime Univ,Academic
SCH60163864,Korea National University of Transportation (KNUT),Academic
SCH41549594,Korea Natl Univ Of Education,Academic
SCH60063466,Korea Polytechnic Univ,Academic
STB21031,Korea University,Student Branch
SCH21031,Korea University,Academic
SCH60098520,Korea University of Science & Technology - UST,Academic
SCH60040662,Korea University of Technology and Education,Academic
SBC21031,"Korea University,IA34",Student Branch Chapter
SCH41420807,Koszalin University of Technology,Academic
SCH2515363,Kothen College Of Engineering,Academic
SCH60187645,Kozminski University,Academic
SBA18861S,KPR Institute of Engineering and Tech SB SIGHT,Affinity
STB18861,KPR Institute of Engineering and Technology,Student Branch
SCH60107085,KPR Institute of Engineering and Technology,Academic
SBC18861F,"KPR Institute of Engineering and Technology,AES10",Student Branch Chapter
SBC18861U,"KPR Institute of Engineering and Technology,AP03",Student Branch Chapter
SBC18861K,"KPR Institute of Engineering and Technology,C16",Student Branch Chapter
SBC18861T,"KPR Institute of Engineering and Technology,CAS04",Student Branch Chapter
SBC18861C,"KPR Institute of Engineering and Technology,CIS11",Student Branch Chapter
SBC18861A,"KPR Institute of Engineering and Technology,COM19",Student Branch Chapter
SBC18861M,"KPR Institute of Engineering and Technology,CS23",Student Branch Chapter
SBC18861E,"KPR Institute of Engineering and Technology,E25",Student Branch Chapter
SBC18861H,"KPR Institute of Engineering and Technology,ED15",Student Branch Chapter
SBC18861B,"KPR Institute of Engineering and Technology,EMB18",Student Branch Chapter
SBC18861J,"KPR Institute of Engineering and Technology,GRS29",Student Branch Chapter
SBC18861Q,"KPR Institute of Engineering and Technology,IA34",Student Branch Chapter
SBC18861S,"KPR Institute of Engineering and Technology,IE13",Student Branch Chapter
SBC18861N,"KPR Institute of Engineering and Technology,IM09",Student Branch Chapter
SBC18861O,"KPR Institute of Engineering and Technology,IT12",Student Branch Chapter
SBC18861P,"KPR Institute of Engineering and Technology,PC26",Student Branch Chapter
SBC18861,"KPR Institute of Engineering and Technology,PE31",Student Branch Chapter
SBC18861L,"KPR Institute of Engineering and Technology,PEL35",Student Branch Chapter
SBC18861R,"KPR Institute of Engineering and Technology,RA24",Student Branch Chapter
SBC18861I,"KPR Institute of Engineering and Technology,RL07",Student Branch Chapter
SBC18861D,"KPR Institute of Engineering and Technology,SIT30",Student Branch Chapter
SBC18861G,"KPR Institute of Engineering and Technology,VT06",Student Branch Chapter
SBA18861,"KPR Institute of Engineering and Technology,WIE",Affinity
SCH41312221,Krida Wacana Christian Univ,Academic
A23569,Krirk University,Academic
SCH09951,Krishna Inst of Engineering & Tech,Academic
STB09951,Krishna Inst of Engineering & Tech,Student Branch
SBA09951S,"Krishna Inst of Engineering & Tech,SIGHT",Affinity
SCH60098103,Kristiana University College,Academic
SCH60100954,Kristianstad University,Academic
A37095,Kryvy Rig Technical Inst,Academic
SCH05461,KTH Royal Institute Of Technology,Academic
STB05461,KTH Royal Institute Of Technology,Student Branch
SBC05461A,"KTH Royal Institute Of Technology, PE31",Student Branch Chapter
SBA05461,"KTH Royal Institute Of Technology, WIE",Affinity
SCH2540223,KU Leuven - Campus Groep T,Academic
SCH41246943,Kuban State Technological University,Academic
SCH2535273,Kum-Oh Inst Of Tech,Academic
SCH2599893,Kumamoto Inst Of Tech,Academic
SCH15971,Kumamoto University,Academic
STB15971,Kumamoto University,Student Branch
SBC29751B,"Kumaraguru College of Tech,AP03",Student Branch Chapter
SBC29751,"Kumaraguru College of Tech,C16",Student Branch Chapter
SBC29751G,"Kumaraguru College of Tech,CAS04",Student Branch Chapter
SBC29751H,"Kumaraguru College of Tech,COM19",Student Branch Chapter
SBC29751E,"Kumaraguru College of Tech,CS23",Student Branch Chapter
SBC29751F,"Kumaraguru College of Tech,E25",Student Branch Chapter
SBC29751A,"Kumaraguru College of Tech,PE31",Student Branch Chapter
SBC29751J,"Kumaraguru College of Tech,PHO36",Student Branch Chapter
SBC29751D,"Kumaraguru College of Tech,RA24",Student Branch Chapter
SBA29751S,"Kumaraguru College of Tech,SIGHT",Affinity
SBC29751I,"Kumaraguru College of Tech,SIT30",Student Branch Chapter
SBC29751C,"Kumaraguru College of Tech,SP01",Student Branch Chapter
SBA29751,"Kumaraguru College of Tech,WIE",Affinity
STB29751,Kumaraguru College of Technology,Student Branch
SCH29751,Kumaraguru College of Technology,Academic
SBC29751L,"Kumaraguru College of Technology,ED15",Student Branch Chapter
SBC29751K,"Kumaraguru College of Technology,IE13",Student Branch Chapter
SBC29751N,"Kumaraguru College of Technology,MAG33",Student Branch Chapter
SBC29751M,"Kumaraguru College of Technology,VT06",Student Branch Chapter
SCH41355748,Kumasi Technical University,Academic
A22158,Kumaun Engineering College,Academic
SCH41583872,Kumoh Natl Inst Of Tech,Academic
SCH2515163,Kun Kuk Univ,Academic
SCH40239975,Kung Shan Inst Of Tech,Academic
A36878,Kungliga Tekniska Hogskolan (Sweden),Academic
STB60235706,Kuppam Engineering College,Student Branch
SCH60235706,Kuppam Engineering College,Academic
SBC60235706A,"Kuppam Engineering College,BT02",Student Branch Chapter
SBC60235706,"Kuppam Engineering College,CAS04",Student Branch Chapter
SBC60235706B,"Kuppam Engineering College,COM19/SYS45",Student Branch Chapter
SBC60235706C,"Kuppam Engineering College,ED15",Student Branch Chapter
SCH2530773,Kurukshethra Univ,Academic
SCH40162492,Kurume Inst Of Tech,Academic
SCH63961,Kutahya Dumlupinar University,Academic
STB63961,Kutahya Dumlupinar University,Student Branch
A11558,Kutztown State College,Academic
STB11641,Kuvempu University,Student Branch
SCH11641,Kuvempu University,Academic
SBC11641A,"Kuvempu University,NANO42",Student Branch Chapter
SCH60119685,Kuwait College of Science and Technology,Academic
R80057,Kuwait Section,Section
YP80057,"Kuwait Section Affinity Group, YP",Affinity
WE80057A,"Kuwait Section Affinity Group,WIE",Affinity
CH08797,"Kuwait Section Jt. Chapter, C16/COM19/CAS04",Joint Chapter
SCH60211815,Kuwait Technical College,Academic
SCH94941,Kuwait University,Academic
STB94941,Kuwait University,Student Branch
SBC94941,"Kuwait University, C16",Student Branch Chapter
SBA94941,"Kuwait University,WIE",Affinity
SCH2517723,Kuzbass State Technical University,Academic
SCH2533303,Kvg College Of Engrg-Sulia/Karnataka Univ,Academic
SBC62131,"Kwame Nkrumah Univ of Science & Technology,IM09",Student Branch Chapter
SBC62131C,"Kwame Nkrumah Univ of Science and Technology,COM19",Student Branch Chapter
SBC62131A,"Kwame Nkrumah University of Science and Tech,C16",Student Branch Chapter
SBC62131B,"Kwame Nkrumah University of Science and Tech,IA34",Student Branch Chapter
SCH62131,Kwame Nkrumah University of Science and Technology,Academic
STB62131,Kwame Nkrumah University of Science and Technology,Student Branch
SCH2531023,Kwangwoon Inst Of Tech,Academic
SCH40149064,Kwanju Inst Of Science And Tech,Academic
SCH40162493,Kwansei Gakuin Univ,Academic
SCH22725135,Kwansei Gakuin University,Academic
1-2M2VJ6O,Kwantlen Polytechnic University,Academic
STB17031,Kwantlen Polytechnic University,Student Branch
A2794,Kwantlen Polytechnic University,Academic
SCH41405874,Kwara State Polytechnic,Academic
SCH40269937,Kwun Tong Technical Inst,Academic
SCH10122,Kyambogo University,Academic
STB10122,Kyambogo University,Student Branch
SBC10122D,"Kyambogo University,C16",Student Branch Chapter
SBC10122B,"Kyambogo University,COM19",Student Branch Chapter
SBC10122A,"Kyambogo University,IE13/PE31",Student Branch Chapter
SBC10122,"Kyambogo University,PHO36/EMB18",Student Branch Chapter
SBA10122S,"Kyambogo University,SIGHT",Affinity
SBA10122,"Kyambogo University,WIE",Affinity
SCH41658409,Kymenlaakso Polytechnic,Academic
SCH2535183,Kyonggi College,Academic
SCH2533793,Kyoto Inst Of Tech,Academic
SCH60052661,Kyoto Sangyo University,Academic
SCH05211,Kyoto University,Academic
STB05211,Kyoto University,Student Branch
A43088,Kyoto University,Academic
1-6T587H2,Kyoto University of Advanced Science,Academic
SCH40003366,Kyrgyz State Technical University,Academic
A2084,Kyung Hee Univ,Academic
SCH2523033,Kyung Hee Univ,Academic
SCH40149059,Kyungnam Univ,Academic
SCH60110237,Kyungpook National University,Academic
SCH2504213,Kyungpook Natl Univ,Academic
STB15151,Kyungsung University,Student Branch
SCH15151,Kyungsung University,Academic
SBC15151A,"Kyungsung University,IA34,IE13,PEL35",Student Branch Chapter
SCH40162495,Kyushu Inst Of Design,Academic
SCH41270620,Kyushu Inst Of Tech - Iizuka Campus,Academic
SCH2513073,Kyushu Inst Of Tech - Tobata Campus,Academic
SCH60098233,Kyushu Institute of Technology,Academic
SCH40162497,Kyushu Kyoritsu Univ,Academic
SCH40162498,Kyushu Sangyo University,Academic
SCH40162500,Kyushu Tokai Univ,Academic
SCH2515983,Kyushu Univ,Academic
STB2515983,Kyushu Univ,Student Branch
SCH2528583,L D College Of Engrg/Gujarat Univ,Academic
STB03941,L D R P Institute of Technology & Research,Student Branch
SBA03941,"L D R P Institute of Technology & Research, WIE",Affinity
SBC03941A,"L D R P Institute of Technology & Research,C16",Student Branch Chapter
SCH03941,L D R P Institute of Technology and Research,Academic
SCH60100212,L J Institute of Engineering & Technology LJIET,Academic
SCH60100209,L.N. Gumilyov Eurasian National University,Academic
A10960,La Cite College,Academic
A11177,La Salle Univ - Philadelphia,Academic
SBC98811,"La Salle Universidad La Salle-Mexico City, C16",Student Branch Chapter
A19646,La Salle University-Home Study,Academic
SCH08611,La Trobe University,Academic
STB08611,La Trobe University,Student Branch
SBC08611,"La Trobe University,C16",Student Branch Chapter
SBC08611A,"La Trobe University,IA34",Student Branch Chapter
SBC08611B,"La Trobe University,IE13",Student Branch Chapter
SBA08611,"La Trobe University,WIE",Affinity
SCH64287,La Universidad Nacional Agraria de la Selva,Academic
STB64287,La Universidad Nacional Agraria de la Selva,Student Branch
SCH41658410,LAB University of Applied Sciences-Lahti,Academic
SCH60021700,Laboratorio Nacional de Computacao Cientifica,Academic
SCH60034439,Laboratorio Nacional de Informatica Avanzada,Academic
STB10391,Ladoke Akintola University of Technology,Student Branch
SCH10391,Ladoke Akintola University of Technology,Academic
SBA10391S,Ladoke Akintola University of Technology SB SIGHT,Affinity
SBC10391,"Ladoke Akintola University of Technology,COM19",Student Branch Chapter
SBC10391B,"Ladoke Akintola University of Technology,IA34",Student Branch Chapter
SBC10391A,"Ladoke Akintola University of Technology,PE31",Student Branch Chapter
SBA10391,"Ladoke Akintola University of Technology,WIE",Affinity
STB00851,Lafayette College,Student Branch
A998,Lafayette College,Academic
HKN071,"Lafayette College, Gamma Psi",Affinity
R50041,Lafayette Section,Section
YP50041,"Lafayette Section Affinity Group,YP",Affinity
CH05177,"Lafayette Section Chapter, C16",Chapter
CH05078,"Lafayette Section Chapter, PE31",Chapter
STB62151,Lagos State Univ,Student Branch
SCH62151,Lagos State University,Academic
SCH41688747,Lagos State University of Science and Technology,Academic
A2329,Laguardia Community College (Ny),Academic
A1303,Laguardia Community College - Cuny,Academic
SBC12371A,"Lahore College for Woman University,IA34",Student Branch Chapter
SCH12371,Lahore College for Women University,Academic
STB12371,Lahore College for Women University,Student Branch
SCH14016,Lahore Garrison University,Academic
STB14016,Lahore Garrison University,Student Branch
SCH18541,Lahore Leads University,Academic
SCH60106818,Lahore Leeds University,Academic
R00003,Lahore Section,Section
WE00003,"Lahore Section Affinity Group, WIE",Affinity
YP00003,"Lahore Section Affinity Group,YP",Affinity
CH10751,"Lahore Section Chapter, IA34",Chapter
CH10712,"Lahore Section Chapter, PE31",Chapter
CH10296,"Lahore Section Chapter,C16",Chapter
CH10297,"Lahore Section Chapter,COM19",Chapter
STB61081,Lahore University of Management Sciences,Student Branch
SCH61081,Lahore University of Management Sciences,Academic
SBC61081B,"Lahore University of Management Sciences,C16",Student Branch Chapter
SBC61081C,"Lahore University of Management Sciences,IA34",Student Branch Chapter
SBC61081A,"Lahore University of Management Sciences,PE31",Student Branch Chapter
SBA61081,"Lahore University of Management Sciences,WIE",Affinity
A718,Lake County College Of,Academic
A404,Lake Erie College,Academic
A5962,Lake Forest College,Academic
A13415,Lake Forest Graduate School Of Mgmt,Academic
A16732,Lake Land College,Academic
A4204,Lake Michigan College,Academic
A44556,Lake Superior State Univ,Academic
STB07232,Lake Superior State University,Student Branch
A481,Lake Superior State University,Academic
A1616,Lake Washington Technical Coll,Academic
A4968,Lake-Sumter Community College,Academic
STB92001,Lakehead Univ,Student Branch
A8982,Lakehead Univ,Academic
SCH60221728,Lakehead University-Barrie Hub,Academic
STB60221728,Lakehead University-Barrie Hub,Student Branch
SBC60221728,"Lakehead University-Barrie Hub,IA34",Student Branch Chapter
SBA60221728,"Lakehead University-Barrie Hub,WIE",Affinity
A8108,Lakeland Community College,Academic
SCH60226385,Lakeland University,Academic
SCH2528533,Lakhdirji Eng College-Morvi,Academic
SCH14281,Lakshmi Narain College of Technology,Academic
STB14281,Lakshmi Narain College of Technology,Student Branch
SCH2518423,Lakshminarayana Inst Of Tech/Nagpur Univ,Academic
STB14901,Lalbhai Dalpatbhai College of Engineering,Student Branch
SCH14901,Lalbhai Dalpatbhai College of Engineering,Academic
SBA14901,"Lalbhai Dalpatbhai College of Engineering, WIE",Affinity
SBC14901A,"Lalbhai Dalpatbhai College of Engineering,AP03",Student Branch Chapter
SBC14901,"Lalbhai Dalpatbhai College of Engineering,MTT17",Student Branch Chapter
A34226,Lamancha Univ De Castilla,Academic
STB00861,Lamar Univ,Student Branch
A17542,Lamar Univ,Academic
HKN074,"Lamar University, Delta Beta",Affinity
A43825,Lamar University-Beaumont,Academic
A5041,Lambton College,Academic
SCH2507173,Lancaster University,Academic
1-1M85XX3,Lander University,Academic
SCH60100187,Landmark University,Academic
1-1EOJ8P,Lane Community College,Academic
A1539,Laney College,Academic
A6444,Langston Univ,Academic
A13071,Lanier Tech Forsyth Campus,Academic
A30011,Lansing Community College,Academic
R0009909,Laos Subsection,Sub-section
SCH41658638,Lapland University of Applied Sciences,Academic
SCH2513963,Lappeenranta University of Technology,Academic
SCH60144584,Larbi Ben M'hidi University of Oum El Bouaghi,Academic
A14275,Laroche College,Academic
A27064,Las Palmas Univ Politecnica De,Academic
A10528,Las Positas College,Academic
R60021,Las Vegas Section,Section
YP60021,"Las Vegas Section Affinity Group,YP",Affinity
CH06266,"Las Vegas Section Chapter, C16",Chapter
CH06033,"Las Vegas Section Chapter, PE31",Chapter
CH06206,"Las Vegas Section Chapter,IA34",Chapter
SCH2599653,Las Villas Univ Of,Academic
A30526,Lasalle College,Academic
1-24DFJGB,Lasell College,Academic
SCH40122771,Latakia University,Academic
R9,Latin America - Region 9,Region
SCH60106380,Latin American and Caribbean University,Academic
SCH2596503,Latin American University of Science and Tech,Academic
R80010,Latvia Section,Section
WE80010,"Latvia Section Affinity Group, WIE",Affinity
