issue,unit_spoid,unit_name,unit_type,unit_status,related_spoid,related_name,related_type,related_status
parent does not list unit as child,SBC043011,"Acropolis Institute of Technology and Research,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,STB11475,AcSIR-CSIO-Chandigarh,Student Branch,Active,R00123,Delhi Section,Section,Active
parent does not list unit as child,SCH11475,AcSIR-CSIO-Chandigarh,Academic,Active,R00123,Delhi Section,Section,Active
parent does not list unit as child,SBA11475,"AcSIR-CSIO-Chandigarh,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA11583S,Adani University SB SIGHT,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC11583B,"Adani University,AP03",Student Branch Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,SBC11583C,"Adani University,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC11583A,"Adani University,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC11583,"Adani University,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBA11583,"Adani University,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA11583,"Adani University,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SCH64471,Adhiparasakthi College Of Engineering,Academic,Active,R00133,Madras Section,Section,Active
parent does not list unit as child,SBC64201E,"Adi Shankara Inst of Eng &Tech,RA/BIO/NANO/SEN/SYS",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC64201B,"Adi Shankara Inst of Engineering & Tech,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC64201F,"Adi Shankara Inst of Engineering & Tech,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC64201G,"Adi Shankara Inst of Engineering & Tech,EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC64201,"Adi Shankara Inst of Engineering & Tech,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC64201H,"Adi Shankara Inst of Engineering & Tech,MTT17",Student Branch Chapter,Active,MTT017,IEEE Microwave Theory and Technology Society,Society,Active
parent does not list unit as child,SBC64201D,"Adi Shankara Inst of Engineering & Tech,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC64201A,"Adi Shankara Inst of Engineering & Tech,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBA64201,"Adi Shankara Inst of Engineering & Tech,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC60112884A,"Aditya University,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBA60112884,"Aditya University,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA60112884,"Aditya University,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,STB10173,Adnan Menderes University,Student Branch,Active,R80055,Turkiye Section,Section,Active
parent does not list unit as child,SCH10173,Adnan Menderes University,Academic,Active,R80055,Turkiye Section,Section,Active
parent does not list unit as child,SBC10173,"Adnan Menderes University,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC10173A,"Adnan Menderes University,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBA10173,"Adnan Menderes University,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,AES010GR,AES-Chapter Support All,Grouping,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,AES010GR-SB,AES-SB Chapter Support All,SBC Grouping,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,STB99071,Afe Babalola University,Student Branch,Active,R80139,Nigeria Section,Section,Active
parent does not list unit as child,LM801,"Africa Council Affinity Group,LM",Affinity,Active,CMC1200,IEEE Life Members Committee,Committee,Active
parent does not list unit as child,WE90353,"Aguascalientes Section Affinity Group, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,YP90353,"Aguascalientes Section Affinity Group, YP",Affinity,Active,CMA9100,IEEE Young Professionals Committee,Committee,Active
parent does not list unit as child,SBA17381,"Ahmedabad University, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC17381A,"Ahmedabad University,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC63101C,"Ahsanullah Univ of Science and Tech,AP03/MTT17",Student Branch Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,SBC63101C,"Ahsanullah Univ of Science and Tech,AP03/MTT17",Student Branch Chapter,Active,MTT017,IEEE Microwave Theory and Technology Society,Society,Active
parent does not list unit as child,SBA63101,"Ahsanullah University of Science & Technology,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC63101,"Ahsanullah University of Science &Tech,SP01,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC63101,"Ahsanullah University of Science &Tech,SP01,COM19",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBC63101B,"Ahsanullah University of Science &Technology,ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,SBC63101A,"Ahsanullah University of Science &Technology,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC02841A,"Ain Shams University, PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC02841B,"Ain Shams University,SSC37",Student Branch Chapter,Active,SSC037,IEEE Solid-State Circuits Society,Society,Active
parent does not list unit as child,SBA63601S,AISSMS Inst of Info Tech SIGHT,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,STB60187184,AJ Institute of Engineering and Technology,Student Branch,Active,R00119,Bangalore Section,Section,Active
parent does not list unit as child,SCH60187184,AJ Institute of Engineering and Technology,Academic,Active,R00119,Bangalore Section,Section,Active
parent does not list unit as child,SBC60187184,"AJ Institute of Engineering and Technology,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC60187184A,"AJ Institute of Engineering and Technology,GRS29",Student Branch Chapter,Active,GRS029,IEEE Geoscience and Remote Sensing Society,Society,Active
parent does not list unit as child,SBA60187184,"AJ Institute of Engineering and Technology,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC10651C,"Ajay Kumar Garg Engg College-Ghaziabad,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC10651,"Ajay Kumar Garg Engg College-Ghaziabad,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC10651D,"Ajay Kumar Garg Engineering College-Ghaziabad,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC10651B,"Ajay Kumar Garg Engineering College-Ghaziabad,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC10651A,"Ajay Kumar Garg Engineering College-Ghaziabad,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBA10651,"Ajay Kumar Garg Engineering College-Ghaziabad,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA64101,"Ajman University, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA41397368,"Al Akhawayn University,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA41397368,"Al Akhawayn University,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SBC60202186,"Al al-Bayt University,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBA60202186,"Al al-Bayt University,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA60202186,"Al al-Bayt University,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SBC63951,"Al-Ahliyya Amman University,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SCH10891,Al-Ameen Engineering College,Academic,Active,R00145,Kerala Section,Section,Active
parent does not list unit as child,SBC63021A,"Al-Balqa Applied Univ, PE31/IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC63021A,"Al-Balqa Applied Univ, PE31/IA34",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC10087,"Al-Balqa Applied University - Center,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC10087A,"Al-Balqa Applied University - Center,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA10087,"Al-Balqa Applied University - Center,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA10087,"Al-Balqa Applied University - Center,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SBC63021B,"Al-Balqa Applied University, C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC63021C,"Al-Balqa Applied University, RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA63021S,"Al-Balqa Applied University, SIGHT",Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC63021F,"Al-Balqa Applied University,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC63021D,"Al-Balqa Applied University,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC63021E,"Al-Balqa Applied University,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBC01039A,"Al-Huson University College,AP03",Student Branch Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,SBC01039,"Al-Huson University College,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBA01039,"Al-Huson University College,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC16739,"Al-Hussein Bin Talal University,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC16739A,"Al-Hussein Bin Talal University,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC11439,"Al-Hussein Technical University,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC10006,"Al-Zaytoonah Univ Of Jordan,SP01/COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC10006,"Al-Zaytoonah Univ Of Jordan,SP01/COM19",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBC10006A,"Al-Zaytoonah University of Jordan,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC10006B,"Al-Zaytoonah University of Jordan,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA10006,"Al-Zaytoonah University of Jordan,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA10006,"Al-Zaytoonah University of Jordan,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,CH06268,"Alaska Section Chapter, PE31",Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,YP60001,"Albuquerque Section Affinity Group, YP",Affinity,Active,CMA9100,IEEE Young Professionals Committee,Committee,Active
parent does not list unit as child,CH06310,"Albuquerque Section Chapter, SP01",Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,CH06341,"Albuquerque Section Jt Chapter,COM19/C16",Joint Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,CH06341,"Albuquerque Section Jt Chapter,COM19/C16",Joint Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,CH06352,"Albuquerque Section Jt. Chapter,ED15/SSC37",Joint Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,CH06352,"Albuquerque Section Jt. Chapter,ED15/SSC37",Joint Chapter,Active,SSC037,IEEE Solid-State Circuits Society,Society,Active
parent does not list unit as child,SBC10051D,"Alexandria University,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,CH08734,"Algeria Chapter, PE31",Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,YP80120,"Algeria Section Affinity Group, YP",Affinity,Active,CMA9100,IEEE Young Professionals Committee,Committee,Active
parent does not list unit as child,WE80120,"Algeria Section Affinity Group,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,WE80120,"Algeria Section Affinity Group,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,CH08935,"Algeria Section Chapter,AES10",Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,CH08955,"Algeria Section Chapter,AP03",Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,CH08543,"Algeria Section Chapter,C16",Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,CH08142,"Algeria Section Chapter,CAS04",Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,CH08542,"Algeria Section Chapter,CIS11",Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,CH08954,"Algeria Section Chapter,CS23",Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,CH08910,"Algeria Section Chapter,ED15",Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,CH08151,"Algeria Section Chapter,IA34",Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,CH08902,"Algeria Section Chapter,PEL35",Chapter,Active,PEL035,IEEE Power Electronics Society,Society,Active
parent does not list unit as child,CH08519,"Algeria Section Chapter,PHO36",Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,CH08911,"Algeria Section Chapter,SSC37",Chapter,Active,SSC037,IEEE Solid-State Circuits Society,Society,Active
parent does not list unit as child,CH08916,"Algeria Section Chapter,VT06",Chapter,Active,VT006,IEEE Vehicular Technology Society,Society,Active
parent does not list unit as child,LGR80120ST,Algeria Section SIGHT Group,Local Group,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SIGHT198,"Algeria Section,SIGHT",Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC63161A,"All India Shri Shivaj Mem Soc Inst Info Tech,SEN39",Student Branch Chapter,Active,SEN039,IEEE Sensors Council,Council,Active
parent does not list unit as child,SBA64771S,Amal Jyothi College Of Engineering SB SIGHT,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC64771A,"Amal Jyothi College Of Engineering,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC64771,"Amal Jyothi College Of Engineering,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC64771C,"Amal Jyothi College Of Engineering,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC64771B,"Amal Jyothi College Of Engineering,SSC37",Student Branch Chapter,Active,SSC037,IEEE Solid-State Circuits Society,Society,Active
parent does not list unit as child,SBA64771,"Amal Jyothi College Of Engineering,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC65431C,"American International Univ-Bangladesh,EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC65431A,"American International Univ-Bangladesh,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC65431B,"American International Univ-Bangladesh,MTT17",Student Branch Chapter,Active,MTT017,IEEE Microwave Theory and Technology Society,Society,Active
parent does not list unit as child,SBA65431,"American International Univ-Bangladesh,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC65431D,"American International University-Bangladesh,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBA64071,"American University in Dubai, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC05101B,"American University of Beirut, EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC05101A,"American University of Beirut, RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA05101,"American University of Beirut, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC071911,"American University of Science and Tech, EMB018",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC611911,"American University of Sharjah, C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC61191D,"American University of Sharjah, COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBA61191,"American University of Sharjah, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC61191C,"American University of Sharjah,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA62421,Amity School of Engineering & Technology WIE,Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC62421B,"Amity School of Engineering & Technology,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC62421A,"Amity School of Engineering & Technology,MTT17",Student Branch Chapter,Active,MTT017,IEEE Microwave Theory and Technology Society,Society,Active
parent does not list unit as child,SBC99083,"Amity Univ Uttar Pradesh Lucknow Campus,PEL35",Student Branch Chapter,Active,PEL035,IEEE Power Electronics Society,Society,Active
parent does not list unit as child,SBC17001B,"Amity University Greater Noida Campus,EP21",Student Branch Chapter,Active,EP021,IEEE Electronics Packaging Society,Society,Active
parent does not list unit as child,SBC17001A,"Amity University Greater Noida Campus,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC17001,"Amity University Greater Noida Campus,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBA17001,"Amity University Greater Noida Campus,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA17001,"Amity University Greater Noida Campus,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,STB99083,Amity University Uttar Pradesh Lucknow Campus,Student Branch,Active,R00171,Uttar Pradesh Section,Section,Active
parent does not list unit as child,SCH99083,Amity University Uttar Pradesh Lucknow Campus,Academic,Active,R00171,Uttar Pradesh Section,Section,Active
parent does not list unit as child,SBA99083,"Amity University Uttar Pradesh Lucknow Campus,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SCH10791,"Amity University, Haryana",Academic,Active,R00123,Delhi Section,Section,Active
parent does not list unit as child,SBC07271A,"Amity University-Noida,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC07271,"Amity University-Noida,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC072711,"Amity University-Noida,MTT17",Student Branch Chapter,Active,MTT017,IEEE Microwave Theory and Technology Society,Society,Active
parent does not list unit as child,SBC60208871A,"Amman Arab University - Jordan,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC60208871,"Amman Arab University - Jordan,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC60208871C,"Amman Arab University - Jordan,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC60208871E,"Amman Arab University - Jordan,EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC60208871D,"Amman Arab University - Jordan,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC60208871B,"Amman Arab University - Jordan,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC60208871F,"Amman Arab University - Jordan,TEM14",Student Branch Chapter,Active,TEM014,IEEE Technology and Engineering Management Society,Society,Active
parent does not list unit as child,SBA60208871,"Amman Arab University - Jordan,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA60208871,"Amman Arab University - Jordan,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SBA63241,Amrita Institute of Technology & Science WIE,Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA63931S,Amrita School of Engineering Bangalore SIGHT,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC63241I,"Amrita School of Engineering Bangalore,CAS04",Student Branch Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,SBC63931B,"Amrita School of Engineering Bangalore,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC63931,"Amrita School of Engineering Bangalore,PE31/IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC63931,"Amrita School of Engineering Bangalore,PE31/IA34",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC63931C,"Amrita School of Engineering Bangalore,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC63931E,"Amrita School of Engineering Bangalore,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBA63931,"Amrita School of Engineering Bangalore,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SCH63931,Amrita School of Engineering-Bangalore,Academic,Active,R00119,Bangalore Section,Section,Active
parent does not list unit as child,SBC63931I,"Amrita School of Engineering-Bangalore,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC63931J,"Amrita School of Engineering-Bangalore,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC63931F,"Amrita School of Engineering-Bangalore,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC63931H,"Amrita School of Engineering-Bangalore,VT06",Student Branch Chapter,Active,VT006,IEEE Vehicular Technology Society,Society,Active
parent does not list unit as child,SBC63241E,"Amrita Vishwa Vidyapeetham,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC63241H,"Amrita Vishwa Vidyapeetham,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC63241K,"Amrita Vishwa Vidyapeetham,CS23",Student Branch Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,SBC63241J,"Amrita Vishwa Vidyapeetham,GRS29",Student Branch Chapter,Active,GRS029,IEEE Geoscience and Remote Sensing Society,Society,Active
parent does not list unit as child,SBC63241C,"Amrita Vishwa Vidyapeetham,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC63241F,"Amrita Vishwa Vidyapeetham,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC63241A,"Amrita Vishwa Vidyapeetham,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC63241G,"Amrita Vishwa Vidyapeetham,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,STB60216365,Amrita Vishwa Vidyapeetham-Chennai,Student Branch,Active,R00133,Madras Section,Section,Active
parent does not list unit as child,SCH60216365,Amrita Vishwa Vidyapeetham-Chennai,Academic,Active,R00133,Madras Section,Section,Active
parent does not list unit as child,SBC60216365D,"Amrita Vishwa Vidyapeetham-Chennai,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC60216365E,"Amrita Vishwa Vidyapeetham-Chennai,CAS04",Student Branch Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,SBC60216365H,"Amrita Vishwa Vidyapeetham-Chennai,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC60216365A,"Amrita Vishwa Vidyapeetham-Chennai,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC60216365,"Amrita Vishwa Vidyapeetham-Chennai,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC60216365F,"Amrita Vishwa Vidyapeetham-Chennai,IE13",Student Branch Chapter,Active,IE013,IEEE Industrial Electronics Society,Society,Active
parent does not list unit as child,SBC60216365G,"Amrita Vishwa Vidyapeetham-Chennai,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC60216365B,"Amrita Vishwa Vidyapeetham-Chennai,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC60216365C,"Amrita Vishwa Vidyapeetham-Chennai,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBA60216365,"Amrita Vishwa Vidyapeetham-Chennai,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SIGHT081,Amrutvahini College of Engineering SIGHT,Affinity,Active,R00174,Maharashtra Section,Section,Active
parent does not list unit as child,SBC63271B,"Amrutvahini College of Engineering,AP03",Student Branch Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
